LetterCount,Pattern,TrueLength,DisplayWord,ProcessedWord
12 Letters,"5,7",12,cargo handler,CARGOHANDLER
12 Letters,"5,7",12,cargo vessels,CARGOVESSELS
12 Letters,"5,7",12,carol service,CAROLSERVICE
12 Letters,"5,7",12,carol singers,CAROLSINGERS
12 Letters,"5,7",12,carol singing,CAROLSINGING
12 Letters,"5,7",12,Carol Smillie,CAROLSMILLIE
12 Letters,"5,7",12,carry forward,CARRYFORWARD
12 Letters,"5,7",12,carry through,CARRYTHROUGH
12 Letters,"5,7",12,carte blanche,CARTEBLANCHE
12 Letters,"5,7",12,Casal Rotondo,CASALROTONDO
12 Letters,"5,7",12,catch phrases,CATCHPHRASES
12 Letters,"5,7",12,cause celebre,CAUSECELEBRE
12 Letters,"5,7",12,cause offence,CAUSEOFFENCE
12 Letters,"5,7",12,cause trouble,CAUSETROUBLE
12 Letters,"5,7",12,Cesky Krumlov,CESKYKRUMLOV
12 Letters,"5,7",12,chain gearing,CHAINGEARING
12 Letters,"5,7",12,chain letters,CHAINLETTERS
12 Letters,"5,7",12,chain smokers,CHAINSMOKERS
12 Letters,"5,7",12,chain smoking,CHAINSMOKING
12 Letters,"5,7",12,chart toppers,CHARTTOPPERS
12 Letters,"5,7",12,chart topping,CHARTTOPPING
12 Letters,"5,7",12,cheap flights,CHEAPFLIGHTS
12 Letters,"5,7",12,cheap holiday,CHEAPHOLIDAY
12 Letters,"5,7",12,cheap perfume,CHEAPPERFUME
12 Letters,"5,7",12,cheap thrills,CHEAPTHRILLS
12 Letters,"5,7",12,chefs d'oeuvre,CHEFSD'OEUVRE
12 Letters,"5,7",12,chess masters,CHESSMASTERS
12 Letters,"5,7",12,chess opening,CHESSOPENING
12 Letters,"5,7",12,chess players,CHESSPLAYERS
12 Letters,"5,7",12,chess problem,CHESSPROBLEM
12 Letters,"5,7",12,chess prodigy,CHESSPRODIGY
12 Letters,"5,7",12,chest freezer,CHESTFREEZER
12 Letters,"5,7",12,chief cashier,CHIEFCASHIER
12 Letters,"5,7",12,Chief Justice,CHIEFJUSTICE
12 Letters,"5,7",12,chief mourner,CHIEFMOURNER
12 Letters,"5,7",12,chief suspect,CHIEFSUSPECT
12 Letters,"5,7",12,child bearing,CHILDBEARING
12 Letters,"5,7",12,Child benefit,CHILDBENEFIT
12 Letters,"5,7",12,child prodigy,CHILDPRODIGY
12 Letters,"5,7",12,child rearing,CHILDREARING
12 Letters,"5,7",12,child support,CHILDSUPPORT
12 Letters,"5,7",12,child welfare,CHILDWELFARE
12 Letters,"5,7",12,chill cabinet,CHILLCABINET
12 Letters,"5,7",12,china cabinet,CHINACABINET
12 Letters,"5,7",12,china teacups,CHINATEACUPS
12 Letters,"5,7",12,china teapots,CHINATEAPOTS
12 Letters,"5,7",12,Chloe Madeley,CHLOEMADELEY
12 Letters,"5,7",12,Chloe Sevigny,CHLOESEVIGNY
12 Letters,"5,7",12,choir singers,CHOIRSINGERS
12 Letters,"5,7",12,Chris Addison,CHRISADDISON
12 Letters,"5,7",12,Chris Brasher,CHRISBRASHER
12 Letters,"5,7",12,Chris Cornell,CHRISCORNELL
12 Letters,"5,7",12,Chris Packham,CHRISPACKHAM
12 Letters,"5,7",12,Chris Tarrant,CHRISTARRANT
12 Letters,"5,7",12,cider orchard,CIDERORCHARD
12 Letters,"5,7",12,cider vinegar,CIDERVINEGAR
12 Letters,"5,7",12,cigar clipper,CIGARCLIPPER
12 Letters,"5,7",12,civil defence,CIVILDEFENCE
12 Letters,"5,7",12,civil liberty,CIVILLIBERTY
12 Letters,"5,7",12,civil partner,CIVILPARTNER
12 Letters,"5,7",12,civil servant,CIVILSERVANT
12 Letters,"5,7",12,Civil Service,CIVILSERVICE
12 Letters,"5,7",12,civil wedding,CIVILWEDDING
12 Letters,"5,7",12,claim damages,CLAIMDAMAGES
12 Letters,"5,7",12,claim jumpers,CLAIMJUMPERS
12 Letters,"5,7",12,claim jumping,CLAIMJUMPING
12 Letters,"5,7",12,clair obscure,CLAIROBSCURE
12 Letters,"5,7",12,Clare Balding,CLAREBALDING
12 Letters,"5,7",12,class barrier,CLASSBARRIER
12 Letters,"5,7",12,class warfare,CLASSWARFARE
12 Letters,"5,7",12,class warrior,CLASSWARRIOR
12 Letters,"5,7",12,clean clothes,CLEANCLOTHES
12 Letters,"5,7",12,clear sighted,CLEARSIGHTED
12 Letters,"5,7",12,clear varnish,CLEARVARNISH
12 Letters,"5,7",12,click beetles,CLICKBEETLES
12 Letters,"5,7",12,click through,CLICKTHROUGH
12 Letters,"5,7",12,cliff railway,CLIFFRAILWAY
12 Letters,"5,7",12,Cliff Richard,CLIFFRICHARD
12 Letters,"5,7",12,close grained,CLOSEGRAINED
12 Letters,"5,7",12,close company,CLOSECOMPANY
12 Letters,"5,7",12,close contact,CLOSECONTACT
12 Letters,"5,7",12,close contest,CLOSECONTEST
12 Letters,"5,7",12,close coupled,CLOSECOUPLED
12 Letters,"5,7",12,close cropped,CLOSECROPPED
12 Letters,"5,7",12,close fielder,CLOSEFIELDER
12 Letters,"5,7",12,close fitting,CLOSEFITTING
12 Letters,"5,7",12,close friends,CLOSEFRIENDS
12 Letters,"5,7",12,clock watcher,CLOCKWATCHER
12 Letters,"5,7",12,close harmony,CLOSEHARMONY
12 Letters,"5,7",12,close mouthed,CLOSEMOUTHED
12 Letters,"5,7",12,close pursuit,CLOSEPURSUIT
12 Letters,"5,7",12,close replica,CLOSEREPLICA
12 Letters,"5,7",12,cloud chamber,CLOUDCHAMBER
12 Letters,"5,7",12,cloud pruning,CLOUDPRUNING
12 Letters,"5,7",12,cloud seeding,CLOUDSEEDING
12 Letters,"5,7",12,clove hitches,CLOVEHITCHES
12 Letters,"5,7",12,clump forming,CLUMPFORMING
12 Letters,"5,7",12,coach drivers,COACHDRIVERS
12 Letters,"5,7",12,coach journey,COACHJOURNEY
12 Letters,"5,7",12,coach station,COACHSTATION
12 Letters,"5,7",12,Cocos Islands,COCOSISLANDS
12 Letters,"5,7",12,coded message,CODEDMESSAGE
12 Letters,"5,7",12,Colin Farrell,COLINFARRELL
12 Letters,"5,7",12,Colin Jackson,COLINJACKSON
12 Letters,"5,7",12,cough linctus,COUGHLINCTUS
12 Letters,"5,7",12,cough mixture,COUGHMIXTURE
12 Letters,"5,7",12,Count Dracula,COUNTDRACULA
12 Letters,"5,7",12,court hearing,COURTHEARING
12 Letters,"5,7",12,court martial,COURTMARTIAL
12 Letters,"5,7",12,court plaster,COURTPLASTER
12 Letters,"5,7",12,court summons,COURTSUMMONS
12 Letters,"5,7",12,cover feature,COVERFEATURE
12 Letters,"5,7",12,cover version,COVERVERSION
12 Letters,"5,7",12,crack addicts,CRACKADDICTS
12 Letters,"5,7",12,crack brained,CRACKBRAINED
12 Letters,"5,7",12,crack cocaine,CRACKCOCAINE
12 Letters,"5,7",12,crack dealers,CRACKDEALERS
12 Letters,"5,7",12,craft brother,CRAFTBROTHER
12 Letters,"5,7",12,Craig Charles,CRAIGCHARLES
12 Letters,"5,7",12,crash barrier,CRASHBARRIER
12 Letters,"5,7",12,crash dieting,CRASHDIETING
12 Letters,"5,7",12,crash landing,CRASHLANDING
12 Letters,"5,7",12,cream cracker,CREAMCRACKER
12 Letters,"5,7",12,creme caramel,CREMECARAMEL
12 Letters,"5,7",12,creme fraiche,CREMEFRAICHE
12 Letters,"5,7",12,crepe bandage,CREPEBANDAGE
12 Letters,"5,7",12,crepe Suzette,CREPESUZETTE
12 Letters,"5,7",12,crime writers,CRIMEWRITERS
12 Letters,"5,7",12,crisp packets,CRISPPACKETS
12 Letters,"5,7",12,criss crossed,CRISSCROSSED
12 Letters,"5,7",12,criss crosses,CRISSCROSSES
12 Letters,"5,7",12,cross bencher,CROSSBENCHER
12 Letters,"5,7",12,cross benches,CROSSBENCHES
12 Letters,"5,7",12,cross bottony,CROSSBOTTONY
12 Letters,"5,7",12,cross channel,CROSSCHANNEL
12 Letters,"5,7",12,cross country,CROSSCOUNTRY
12 Letters,"5,7",12,cross current,CROSSCURRENT
12 Letters,"5,7",12,cross cutting,CROSSCUTTING
12 Letters,"5,7",12,cross dresser,CROSSDRESSER
12 Letters,"5,7",12,cross dresses,CROSSDRESSES
12 Letters,"5,7",12,cross examine,CROSSEXAMINE
12 Letters,"5,7",12,cross grained,CROSSGRAINED
12 Letters,"5,7",12,cross hatches,CROSSHATCHES
12 Letters,"5,7",12,cross indexed,CROSSINDEXED
12 Letters,"5,7",12,cross lighted,CROSSLIGHTED
12 Letters,"5,7",12,cross mateley,CROSSMATELEY
12 Letters,"5,7",12,cross oneself,CROSSONESELF
12 Letters,"5,7",12,cross purpose,CROSSPURPOSE
12 Letters,"5,7",12,cross section,CROSSSECTION
12 Letters,"5,7",12,crowd control,CROWDCONTROL
12 Letters,"5,7",12,crowd pleaser,CROWDPLEASER
12 Letters,"5,7",12,crowd sourced,CROWDSOURCED
12 Letters,"5,7",12,crown lifting,CROWNLIFTING
12 Letters,"5,7",12,crown princes,CROWNPRINCES
12 Letters,"5,7",12,crown servant,CROWNSERVANT
12 Letters,"5,7",12,crude methods,CRUDEMETHODS
12 Letters,"5,7",12,cruel hearted,CRUELHEARTED
12 Letters,"5,7",12,cubic measure,CUBICMEASURE
12 Letters,"5,7",12,Daily Express,DAILYEXPRESS
12 Letters,"5,7",12,daily routine,DAILYROUTINE
12 Letters,"5,7",12,dairy farmers,DAIRYFARMERS
12 Letters,"5,7",12,dairy farming,DAIRYFARMING
12 Letters,"5,7",12,dairy produce,DAIRYPRODUCE
12 Letters,"5,7",12,dairy product,DAIRYPRODUCT
12 Letters,"5,7",12,dance company,DANCECOMPANY
12 Letters,"5,7",12,dance partner,DANCEPARTNER
12 Letters,"5,7",12,dance routine,DANCEROUTINE
12 Letters,"5,7",12,Danny Wallace,DANNYWALLACE
12 Letters,"5,7",12,danse macabre,DANSEMACABRE
12 Letters,"5,7",12,David Baddiel,DAVIDBADDIEL
12 Letters,"5,7",12,David Beckham,DAVIDBECKHAM
12 Letters,"5,7",12,David Bellamy,DAVIDBELLAMY
12 Letters,"5,7",12,David Cameron,DAVIDCAMERON
12 Letters,"5,7",12,David Cassidy,DAVIDCASSIDY
12 Letters,"5,7",12,David Chaytor,DAVIDCHAYTOR
12 Letters,"5,7",12,David Coleman,DAVIDCOLEMAN
12 Letters,"5,7",12,David Fincher,DAVIDFINCHER
12 Letters,"5,7",12,David Garnett,DAVIDGARNETT
12 Letters,"5,7",12,David Garrick,DAVIDGARRICK
12 Letters,"5,7",12,David Gemmell,DAVIDGEMMELL
12 Letters,"5,7",12,David Hockney,DAVIDHOCKNEY
12 Letters,"5,7",12,David Ricardo,DAVIDRICARDO
12 Letters,"5,7",12,David Starkey,DAVIDSTARKEY
12 Letters,"5,7",12,David Tennant,DAVIDTENNANT
12 Letters,"5,7",12,death dealing,DEATHDEALING
12 Letters,"5,7",12,death defying,DEATHDEFYING
12 Letters,"5,7",12,death penalty,DEATHPENALTY
12 Letters,"5,7",12,death threats,DEATHTHREATS
12 Letters,"5,7",12,death warrant,DEATHWARRANT
12 Letters,"5,7",12,Della Cruscan,DELLACRUSCAN
12 Letters,"5,7",12,Denis Compton,DENISCOMPTON
12 Letters,"5,7",12,Denis Diderot,DENISDIDEROT
12 Letters,"5,7",12,depth charges,DEPTHCHARGES
12 Letters,"5,7",12,Derek Walcott,DEREKWALCOTT
12 Letters,"5,7",12,devil worship,DEVILWORSHIP
12 Letters,"5,7",12,Diana Spencer,DIANASPENCER
12 Letters,"5,7",12,diced carrots,DICEDCARROTS
12 Letters,"5,7",12,dicky bladder,DICKYBLADDER
12 Letters,"5,7",12,didn't realise,DIDN'TREALISE
12 Letters,"5,7",12,Dijon mustard,DIJONMUSTARD
12 Letters,"5,7",12,dingy footman,DINGYFOOTMAN
12 Letters,"5,7",12,dingy skipper,DINGYSKIPPER
12 Letters,"5,7",12,dirty clothes,DIRTYCLOTHES
12 Letters,"5,7",12,Dirty Dancing,DIRTYDANCING
12 Letters,"5,7",12,dirty laundry,DIRTYLAUNDRY
12 Letters,"5,7",12,dirty looking,DIRTYLOOKING
12 Letters,"5,7",12,dirty nappies,DIRTYNAPPIES
12 Letters,"5,7",12,dirty protest,DIRTYPROTEST
12 Letters,"5,7",12,dirty weekend,DIRTYWEEKEND
12 Letters,"5,7",12,disco dancing,DISCODANCING
12 Letters,"5,7",12,dizzy heights,DIZZYHEIGHTS
12 Letters,"5,7",12,dodgy dealing,DODGYDEALING
12 Letters,"5,7",12,dolly mixture,DOLLYMIXTURE
12 Letters,"5,7",12,Doris Lessing,DORISLESSING
12 Letters,"5,7",12,doubt oneself,DOUBTONESELF
12 Letters,"5,7",12,downy emerald,DOWNYEMERALD
12 Letters,"5,7",12,draft dodgers,DRAFTDODGERS
12 Letters,"5,7",12,draft dodging,DRAFTDODGING
12 Letters,"5,7",12,drain cleaner,DRAINCLEANER
12 Letters,"5,7",12,Drake Passage,DRAKEPASSAGE
12 Letters,"5,7",12,drama classes,DRAMACLASSES
12 Letters,"5,7",12,drama critics,DRAMACRITICS
12 Letters,"5,7",12,dream catcher,DREAMCATCHER
12 Letters,"5,7",12,dress uniform,DRESSUNIFORM
12 Letters,"5,7",12,dried flowers,DRIEDFLOWERS
12 Letters,"5,7",12,drink drivers,DRINKDRIVERS
12 Letters,"5,7",12,drink driving,DRINKDRIVING
12 Letters,"5,7",12,drive bananas,DRIVEBANANAS
12 Letters,"5,7",12,drive through,DRIVETHROUGH
12 Letters,"5,7",12,drunk drivers,DRUNKDRIVERS
12 Letters,"5,7",12,drunk driving,DRUNKDRIVING
12 Letters,"5,7",12,dusky babbler,DUSKYBABBLER
12 Letters,"5,7",12,dusky dolphin,DUSKYDOLPHIN
12 Letters,"5,7",12,dusky moorhen,DUSKYMOORHEN
12 Letters,"5,7",12,dusky tetraka,DUSKYTETRAKA
12 Letters,"5,7",12,dusky toadlet,DUSKYTOADLET
12 Letters,"5,7",12,Dutch auction,DUTCHAUCTION
12 Letters,"5,7",12,Dutch comfort,DUTCHCOMFORT
12 Letters,"5,7",12,Dutch concert,DUTCHCONCERT
12 Letters,"5,7",12,Dutch courage,DUTCHCOURAGE
12 Letters,"5,7",12,Dutch Defence,DUTCHDEFENCE
12 Letters,"5,7",12,Dutch lottery,DUTCHLOTTERY
12 Letters,"5,7",12,dwarf bittern,DWARFBITTERN
12 Letters,"5,7",12,dwarf brocket,DWARFBROCKET
12 Letters,"5,7",12,dwarf codling,DWARFCODLING
12 Letters,"5,7",12,dwarf gourami,DWARFGOURAMI
12 Letters,"5,7",12,dwarf gymnure,DWARFGYMNURE
12 Letters,"5,7",12,dwarf rasbora,DWARFRASBORA
12 Letters,"5,7",12,dwarf sawfish,DWARFSAWFISH
12 Letters,"5,7",12,dwarf thistle,DWARFTHISTLE
12 Letters,"5,7",12,dwarf tinamou,DWARFTINAMOU
12 Letters,"5,7",12,eagle lectern,EAGLELECTERN
12 Letters,"5,7",12,eagle sighted,EAGLESIGHTED
12 Letters,"5,7",12,early closing,EARLYCLOSING
12 Letters,"5,7",12,early English,EARLYENGLISH
12 Letters,"5,7",12,early fifties,EARLYFIFTIES
12 Letters,"5,7",12,early forties,EARLYFORTIES
12 Letters,"5,7",12,early morning,EARLYMORNING
12 Letters,"5,7",12,early sixties,EARLYSIXTIES
12 Letters,"5,7",12,early starter,EARLYSTARTER
12 Letters,"5,7",12,early warning,EARLYWARNING
12 Letters,"5,7",12,Earth Charter,EARTHCHARTER
12 Letters,"5,7",12,earth goddess,EARTHGODDESS
12 Letters,"5,7",12,earth mothers,EARTHMOTHERS
12 Letters,"5,7",12,earth science,EARTHSCIENCE
12 Letters,"5,7",12,earth tremors,EARTHTREMORS
12 Letters,"5,7",12,Eddie Cochran,EDDIECOCHRAN
12 Letters,"5,7",12,Eddie Edwards,EDDIEEDWARDS
12 Letters,"5,7",12,Eddie Stobart,EDDIESTOBART
12 Letters,"5,7",12,Edgar Wallace,EDGARWALLACE
12 Letters,"5,7",12,Edina Monsoon,EDINAMONSOON
12 Letters,"5,7",12,Edith Sitwell,EDITHSITWELL
12 Letters,"5,7",12,Edith Wharton,EDITHWHARTON
12 Letters,"5,7",12,Edwin Lutyens,EDWINLUTYENS
12 Letters,"5,7",12,Eight Elvises,EIGHTELVISES
12 Letters,"5,7",12,elder brother,ELDERBROTHER
12 Letters,"5,7",12,Elgin Marbles,ELGINMARBLES
12 Letters,"5,7",12,Elias Canetti,ELIASCANETTI
12 Letters,"5,7",12,Elvis Presley,ELVISPRESLEY
12 Letters,"5,7",12,email address,EMAILADDRESS
12 Letters,"5,7",12,Emily Davison,EMILYDAVISON
12 Letters,"5,7",12,Emily Maitlis,EMILYMAITLIS
12 Letters,"5,7",12,empty bladder,EMPTYBLADDER
12 Letters,"5,7",12,empty coffers,EMPTYCOFFERS
12 Letters,"5,7",12,empty feeling,EMPTYFEELING
12 Letters,"5,7",12,empty gesture,EMPTYGESTURE
12 Letters,"5,7",12,empty nesters,EMPTYNESTERS
12 Letters,"5,7",12,empty pockets,EMPTYPOCKETS
12 Letters,"5,7",12,empty stomach,EMPTYSTOMACH
12 Letters,"5,7",12,empty threats,EMPTYTHREATS
12 Letters,"5,7",12,empty vessels,EMPTYVESSELS
12 Letters,"5,7",12,enjoy oneself,ENJOYONESELF
12 Letters,"5,7",12,equal contest,EQUALCONTEST
12 Letters,"5,7",12,equal partner,EQUALPARTNER
12 Letters,"5,7",12,Ernst Blofeld,ERNSTBLOFELD
12 Letters,"5,7",12,Ernst Haeckel,ERNSTHAECKEL
12 Letters,"5,7",12,error message,ERRORMESSAGE
12 Letters,"5,7",12,ethyl acetate,ETHYLACETATE
12 Letters,"5,7",12,ethyl alcohol,ETHYLALCOHOL
12 Letters,"5,7",12,event horizon,EVENTHORIZON
12 Letters,"5,7",12,exact revenge,EXACTREVENGE
12 Letters,"5,7",12,exact science,EXACTSCIENCE
12 Letters,"5,7",12,excel oneself,EXCELONESELF
12 Letters,"5,7",12,exert oneself,EXERTONESELF
12 Letters,"5,7",12,extra rations,EXTRARATIONS
12 Letters,"5,7",12,extra special,EXTRASPECIAL
12 Letters,"5,7",12,Fabio Capello,FABIOCAPELLO
12 Letters,"5,7",12,faint hearted,FAINTHEARTED
12 Letters,"5,7",12,fairy circles,FAIRYCIRCLES
12 Letters,"5,7",12,fairy penguin,FAIRYPENGUIN
12 Letters,"5,7",12,fairy shrimps,FAIRYSHRIMPS
12 Letters,"5,7",12,fairy stories,FAIRYSTORIES
12 Letters,"5,7",12,fairy swallow,FAIRYSWALLOW
12 Letters,"5,7",12,faith healers,FAITHHEALERS
12 Letters,"5,7",12,faith healing,FAITHHEALING
12 Letters,"5,7",12,faith schools,FAITHSCHOOLS
12 Letters,"5,7",12,falls through,FALLSTHROUGH
12 Letters,"5,7",12,false ceiling,FALSECEILING
12 Letters,"5,7",12,false colours,FALSECOLOURS
12 Letters,"5,7",12,false cypress,FALSECYPRESS
12 Letters,"5,7",12,false dilemma,FALSEDILEMMA
12 Letters,"5,7",12,false economy,FALSEECONOMY
12 Letters,"5,7",12,false gharial,FALSEGHARIAL
12 Letters,"5,7",12,false hearted,FALSEHEARTED
12 Letters,"5,7",12,false horizon,FALSEHORIZON
12 Letters,"5,7",12,false modesty,FALSEMODESTY
12 Letters,"5,7",12,false premise,FALSEPREMISE
12 Letters,"5,7",12,false prophet,FALSEPROPHET
12 Letters,"5,7",12,false saffron,FALSESAFFRON
12 Letters,"5,7",12,Fanny Cleaver,FANNYCLEAVER
12 Letters,"5,7",12,Fanny Squeers,FANNYSQUEERS
12 Letters,"5,7",12,Faroe Islands,FAROEISLANDS
12 Letters,"5,7",12,fatal mistake,FATALMISTAKE
12 Letters,"5,7",12,fault finding,FAULTFINDING
12 Letters,"5,7",12,femme savante,FEMMESAVANTE
12 Letters,"5,7",12,fence creeper,FENCECREEPER
12 Letters,"5,7",12,fence mending,FENCEMENDING
12 Letters,"5,7",12,feral pigeons,FERALPIGEONS
12 Letters,"5,7",12,fidus Achates,FIDUSACHATES
12 Letters,"5,7",12,field athlete,FIELDATHLETE
12 Letters,"5,7",12,field colours,FIELDCOLOURS
12 Letters,"5,7",12,field glasses,FIELDGLASSES
12 Letters,"5,7",12,field kitchen,FIELDKITCHEN
12 Letters,"5,7",12,field marshal,FIELDMARSHAL
12 Letters,"5,7",12,field meeting,FIELDMEETING
12 Letters,"5,7",12,field officer,FIELDOFFICER
12 Letters,"5,7",12,field rations,FIELDRATIONS
12 Letters,"5,7",12,field spaniel,FIELDSPANIEL
12 Letters,"5,7",12,field testing,FIELDTESTING
12 Letters,"5,7",12,fiery minivet,FIERYMINIVET
12 Letters,"5,7",12,fifth formers,FIFTHFORMERS
12 Letters,"5,7",12,fifty percent,FIFTYPERCENT
12 Letters,"5,7",12,figgy pudding,FIGGYPUDDING
12 Letters,"5,7",12,final chapter,FINALCHAPTER
12 Letters,"5,7",12,final curtain,FINALCURTAIN
12 Letters,"5,7",12,final edition,FINALEDITION
12 Letters,"5,7",12,final episode,FINALEPISODE
12 Letters,"5,7",12,final warning,FINALWARNING
12 Letters,"5,7",12,final whistle,FINALWHISTLE
12 Letters,"5,7",12,first attempt,FIRSTATTEMPT
12 Letters,"5,7",12,first chapter,FIRSTCHAPTER
12 Letters,"5,7",12,First Contact,FIRSTCONTACT
12 Letters,"5,7",12,first cousins,FIRSTCOUSINS
12 Letters,"5,7",12,First Crusade,FIRSTCRUSADE
12 Letters,"5,7",12,first earlies,FIRSTEARLIES
12 Letters,"5,7",12,first edition,FIRSTEDITION
12 Letters,"5,7",12,first fifteen,FIRSTFIFTEEN
12 Letters,"5,7",12,first footers,FIRSTFOOTERS
12 Letters,"5,7",12,first footing,FIRSTFOOTING
12 Letters,"5,7",12,first formers,FIRSTFORMERS
12 Letters,"5,7",12,first husband,FIRSTHUSBAND
12 Letters,"5,7",12,first innings,FIRSTINNINGS
12 Letters,"5,7",12,first nighter,FIRSTNIGHTER
12 Letters,"5,7",12,first offence,FIRSTOFFENCE
12 Letters,"5,7",12,first officer,FIRSTOFFICER
12 Letters,"5,7",12,first quarter,FIRSTQUARTER
12 Letters,"5,7",12,first reading,FIRSTREADING
12 Letters,"5,7",12,first refusal,FIRSTREFUSAL
12 Letters,"5,7",12,first reserve,FIRSTRESERVE
12 Letters,"5,7",12,first service,FIRSTSERVICE
12 Letters,"5,7",12,fixed beliefs,FIXEDBELIEFS
12 Letters,"5,7",12,fixed capital,FIXEDCAPITAL
12 Letters,"5,7",12,fixed charges,FIXEDCHARGES
12 Letters,"5,7",12,fixed opinion,FIXEDOPINION
12 Letters,"5,7",12,fixed penalty,FIXEDPENALTY
12 Letters,"5,7",12,fixed routine,FIXEDROUTINE
12 Letters,"5,7",12,flame grilled,FLAMEGRILLED
12 Letters,"5,7",12,flame thrower,FLAMETHROWER
12 Letters,"5,7",12,flank forward,FLANKFORWARD
12 Letters,"5,7",12,fleet admiral,FLEETADMIRAL
12 Letters,"5,7",12,Fleur Forsyte,FLEURFORSYTE
12 Letters,"5,7",12,flick through,FLICKTHROUGH
12 Letters,"5,7",12,flint cottage,FLINTCOTTAGE
12 Letters,"5,7",12,flint knapper,FLINTKNAPPER
12 Letters,"5,7",12,flint picking,FLINTPICKING
12 Letters,"5,7",12,float fishing,FLOATFISHING
12 Letters,"5,7",12,flood barrier,FLOODBARRIER
12 Letters,"5,7",12,flood control,FLOODCONTROL
12 Letters,"5,7",12,flood victims,FLOODVICTIMS
12 Letters,"5,7",12,flood warning,FLOODWARNING
12 Letters,"5,7",12,floor cleaner,FLOORCLEANER
12 Letters,"5,7",12,floor manager,FLOORMANAGER
12 Letters,"5,7",12,floor trading,FLOORTRADING
12 Letters,"5,7",12,flute quartet,FLUTEQUARTET
12 Letters,"5,7",12,fool's parsley,FOOL'SPARSLEY
12 Letters,"5,7",12,force feeding,FORCEFEEDING
12 Letters,"5,7",12,force majeure,FORCEMAJEURE
12 Letters,"5,7",12,forty thieves,FORTYTHIEVES
12 Letters,"5,7",12,found wanting,FOUNDWANTING
12 Letters,"5,7",12,Frank Bowling,FRANKBOWLING
12 Letters,"5,7",12,Frank Gardner,FRANKGARDNER
12 Letters,"5,7",12,Frank Herbert,FRANKHERBERT
12 Letters,"5,7",12,Frank Lampard,FRANKLAMPARD
12 Letters,"5,7",12,Frank Sinatra,FRANKSINATRA
12 Letters,"5,7",12,Frank Skinner,FRANKSKINNER
12 Letters,"5,7",12,Frank Spencer,FRANKSPENCER
12 Letters,"5,7",12,Frank Whittle,FRANKWHITTLE
12 Letters,"5,7",12,Franz Klammer,FRANZKLAMMER
12 Letters,"5,7",12,freak weather,FREAKWEATHER
12 Letters,"5,7",12,Frere Jacques,FREREJACQUES
12 Letters,"5,7",12,fresh produce,FRESHPRODUCE
12 Letters,"5,7",12,fried chicken,FRIEDCHICKEN
12 Letters,"5,7",12,Frodo Baggins,FRODOBAGGINS
12 Letters,"5,7",12,front bencher,FRONTBENCHER
12 Letters,"5,7",12,front runners,FRONTRUNNERS
12 Letters,"5,7",12,frost damaged,FROSTDAMAGED
12 Letters,"5,7",12,frost heaving,FROSTHEAVING
12 Letters,"5,7",12,fruit bearing,FRUITBEARING
12 Letters,"5,7",12,fruit compote,FRUITCOMPOTE
12 Letters,"5,7",12,fruit crumble,FRUITCRUMBLE
12 Letters,"5,7",12,fruit farmers,FRUITFARMERS
12 Letters,"5,7",12,fruit farming,FRUITFARMING
12 Letters,"5,7",12,fruit flavour,FRUITFLAVOUR
12 Letters,"5,7",12,fruit growers,FRUITGROWERS
12 Letters,"5,7",12,fruit growing,FRUITGROWING
12 Letters,"5,7",12,fruit machine,FRUITMACHINE
12 Letters,"5,7",12,fruit pickers,FRUITPICKERS
12 Letters,"5,7",12,fruit picking,FRUITPICKING
12 Letters,"5,7",12,fuddy duddies,FUDDYDUDDIES
12 Letters,"5,7",12,fudge factors,FUDGEFACTORS
12 Letters,"5,7",12,fugle warrant,FUGLEWARRANT
12 Letters,"5,7",12,fully charged,FULLYCHARGED
12 Letters,"5,7",12,fully fledged,FULLYFLEDGED
12 Letters,"5,7",12,fully insured,FULLYINSURED
12 Letters,"5,7",12,Fumio Kishida,FUMIOKISHIDA
12 Letters,"5,7",12,funky chicken,FUNKYCHICKEN
12 Letters,"5,7",12,funny feeling,FUNNYFEELING
12 Letters,"5,7",12,funny looking,FUNNYLOOKING
12 Letters,"5,7",12,Fuzzy Zoeller,FUZZYZOELLER
12 Letters,"5,7",12,gable windows,GABLEWINDOWS
12 Letters,"5,7",12,Gaius Marcius,GAIUSMARCIUS
12 Letters,"5,7",12,games console,GAMESCONSOLE
12 Letters,"5,7",12,Garry Trudeau,GARRYTRUDEAU
12 Letters,"5,7",12,Gavin Maxwell,GAVINMAXWELL
12 Letters,"5,7",12,Gemma crested,GEMMACRESTED
12 Letters,"5,7",12,genre busting,GENREBUSTING
12 Letters,"5,7",12,ghost flights,GHOSTFLIGHTS
12 Letters,"5,7",12,ghost stories,GHOSTSTORIES
12 Letters,"5,7",12,ghost writers,GHOSTWRITERS
12 Letters,"5,7",12,ghost written,GHOSTWRITTEN
12 Letters,"5,7",12,giant catfish,GIANTCATFISH
12 Letters,"5,7",12,giant cichlid,GIANTCICHLID
12 Letters,"5,7",12,giant gourami,GIANTGOURAMI
12 Letters,"5,7",12,giant grouper,GIANTGROUPER
12 Letters,"5,7",12,giant hogweed,GIANTHOGWEED
12 Letters,"5,7",12,giant killers,GIANTKILLERS
12 Letters,"5,7",12,giant killing,GIANTKILLING
12 Letters,"5,7",12,giant muntjac,GIANTMUNTJAC
12 Letters,"5,7",12,giant oarfish,GIANTOARFISH
12 Letters,"5,7",12,giant pumpkin,GIANTPUMPKIN
