LetterCount, Pattern, Word1, Word2, Word3, Word4, Word5, Word6, Word7, Word8, Word9
15 Letters,"5,10",magic ingredient,manic depression,manic depressive,Marie Antoinette,marsh cinquefoil,marsh fritillary,minor adjustment,minor aristocrat,model aeroplanes
15 Letters,"5,10",money launderers,money laundering,moral degeneracy,moral imperative,moral obligation,moral philosophy,moral principles,Mount Shishaldin,muddy footprints
15 Letters,"5,10",nasal congestion,nasal prosthesis,Nasca Earthworks,naval architects,naval engagement,naval operations,needs addressing,newly introduced,Nicol Williamson
15 Letters,"5,10",Nigel Molesworth,night starvation,,,,,,,
15 Letters,"5,10",noble mindedness,noise cancelling,noisy neighbours,north countryman,north countrymen,north eastwardly,North Vietnamese,north westwardly,offer allegiance
15 Letters,"5,10",offer resistance,older generation,oozed confidence,oozes confidence,organ transplant,Oscar nomination,owner occupation,panel discussion,papal ambassador
15 Letters,"5,10",paper aeroplanes,party atmosphere,party conference,party invitation,peace protesters,peace protestors,,,
15 Letters,"5,10",penal settlement,Peter Oosterhuis,Peter Schmeichel,Peter Stuyvesant,petty bureaucrat,petty mindedness,phase modulation,phase transition,pitch inspection
15 Letters,"5,10",pizza restaurant,plain chachalaca,plain chocolates,Plays Unpleasant,polar expedition,press conference,press regulation,Price Kensington,price reductions
15 Letters,"5,10",prima ballerinas,prior engagement,privy councillor,privy counsellor,prize crosswords,pygmy copperhead,pygmy flycatcher,pygmy pikeconger,pygmy salamander
15 Letters,"5,10",quasi cultivated,quasi diplomatic,quasi experiment,quasi legitimate,,,,,
15 Letters,"5,10",quasi scientific,quasi theatrical,queen parrotfish,quick inspection,quick wittedness,quiet confidence,quite delightful,quite despicable,quite disgusting
15 Letters,"5,10",quite disturbing,quite exhausting,quite frequently,quite impossible,quite reasonable,quite ridiculous,quite surprising,quite unexpected,radio astronomer
15 Letters,"5,10",radio broadcasts,radio controlled,Radio Luxembourg,radio presenters,radio technician,radio telescopes,raise objections,Ralph Richardson,rapid succession
15 Letters,"5,10",reach perfection,rebel stronghold,right handedness,right hemisphere,right honourable,right mindedness,,,
15 Letters,"5,10",rigid discipline,risky investment,risus sardonicus,Robin Goodfellow,Roger Hargreaves,Roman Abramovich,Roman settlement,round shouldered,royal commission
15 Letters,"5,10",Royal Copenhagen,royal procession,ruddy kingfisher,ruddy treerunner,Rufus Wainwright,sable stripetail,Saint Bernadette,Saint Columbanus,Saint Petersburg
15 Letters,"5,10",sales consultant,sales resistance,scaly dragonfish,sense impression,sense perception,shark repellents,sheer effrontery,short circuiting,shows initiative
15 Letters,"5,10",Simon Boccanegra,slave trafficker,slide projection,small businesses,small mindedness,small percentage,smoke inhalation,solar prominence,sooty barbthroat
15 Letters,"5,10",sooty shearwater,sooty woodpecker,sound investment,South Australian,south eastwardly,South Vietnamese,south westerlies,south westwardly,space travellers
15 Letters,"5,10",space travelling,spiky nudibranch,,,,,,,
15 Letters,"5,10",split infinitive,staff restaurant,stage directions,stage management,stamp collecting,stamp collection,stamp collectors,stand offishness,state capitalism
15 Letters,"5,10",state censorship,state controlled,state department,state sanctioned,steam locomotive,stiff neckedness,stiff opposition,stiff resistance,stock characters
15 Letters,"5,10",Stoke Mandeville,store detectives,sugar plantation,sugar substitute,Summa Theologica,super injunction,surge protection,Susan Rothenberg,swear allegiance
15 Letters,"5,10",swing drawbridge,sword swallowers,sword swallowing,swore allegiance,table decoration,takes precedence,teeth chattering,tempt Providence,tense atmosphere
15 Letters,"5,10",third generation,three dimensions,Three Musketeers,tiger salamander,,,,,
15 Letters,"5,10",Titus Andronicus,token punishment,token resistance,tooth extraction,trade delegation,trade exhibition,train passengers,trial separation,trite expression
15 Letters,"5,10",truly remarkable,trust implicitly,turps substitute,under advisement,under discussion,under obligation,under quarantine,union membership,upper atmosphere
15 Letters,"5,10",upper management,urban guerrillas,utter barristers,value judgements,Vasyl Lomachenko,video conference,vital statistics,watch television,water resistance
15 Letters,"5,10",water sprinklers,waved woodpecker,Welsh Parliament,wheel animalcule,white corpuscles,white rhinoceros,Wilma Flintstone,woody nightshade,Woody Woodpecker
15 Letters,"5,10",world domination,world shattering,worth preserving,wrong headedness,wrong impression,wrong mindedness,Yours faithfully,youth hostellers,youth hostelling
15 Letters,"5,10",zebra turkeyfish,Zelda Fitzgerald,,,,,,,
15 Letters,"6,1,3,3,2",making a run for it,,,,,,,,
15 Letters,"6,1,3,5",Larsen C ice shelf,leaves a bad taste,scored a hat trick,scores a hat trick,strike a bad patch,struck a bad patch,turned a few heads,,
15 Letters,"6,1,4,4",having a good time,lasted a long time,pulled a long face,strike a rich vein,strike a sour note,taking a back seat,walked a fine line,,
15 Letters,"6,1,5,3",turned a blind eye,They're a Weird Mob,,,,,,,
15 Letters,"6,1,8",accept a proposal,always a pleasure,caused a nuisance,causes a nuisance,climbs a mountain,earned a reprieve,Edward G Robinson,elicit a response,offers a lifeline
15 Letters,"6,1,8",raised a question,raises a question,scored a bullseye,scores a bullseye,signed a contract,sprang a surprise,spring a surprise,staged a comeback,staged a recovery
15 Letters,"6,1,8",stages a comeback,thrown a lifeline,throws a lifeline,,,,,,
15 Letters,"6,2,1,3,3",bright as a new pin,,,,,,,,
15 Letters,"6,2,1,6",bright as a button,burned to a cinder,fought to a finish,friend of a friend,hungry as a hunter,puppet on a string,reason in a circle,riding on a donkey,scrape up a living
15 Letters,"6,2,1,6",wallop in a tether,,,,,,,,
15 Letters,"6,2,2,5",Chapel en le Frith,enough to go round,gummed it to death,laying it on thick,laying on of hands,plenty to go round,Spirit of St Louis,,
15 Letters,"6,2,3,2,2",enough to get by on,,,,,,,,
15 Letters,"6,2,3,4",afraid of the dark,Allure of the Seas,asleep at the helm,Battle of the Nile,beaten at the post,Beware of the bull,Beware of the dogs,Blowin' in the Wind,bottom of the form
15 Letters,"6,2,3,4",bottom of the heap,bottom of the list,bottom of the pile,bridge of the nose,Candle in the Wind,Castle on the Hill,caught in the deep,caught in the open,cherry on the cake
15 Letters,"6,2,3,4",closer to the mark,Crying in the Rain,cuckoo in the nest,damned if you don't,,,,,
15 Letters,"6,2,3,4",Dancer in the Dark,driven to the wall,driven up the wall,drives up the wall,farmer in the dell,filled in the gaps,forget me not blue,frozen to the spot,Houses of the Holy
15 Letters,"6,2,3,4",Idylls of the King,jokers in the pack,keeper of the keys,knight of the Bath,knight of the road,knight of the whip,knocks on the head,landed on the moon,leader of the gang
15 Letters,"6,2,3,4",leader of the pack,leaves on the line,lights up the room,listen to the news,little do you know,living in the past,master of the hunt,middle of the road,Mother of the Free
15 Letters,"6,2,3,4",Murder in the Dark,nectar of the gods,pacing up and down,phases of the moon,pipped at the post,Planet of the Apes,player of the year,praise ye the Lord,Psmith in the City
15 Letters,"6,2,3,4",Puttin on the Ritz,renege on the deal,Return of the Jedi,return to the fold,return to the fray,revert to the wild,rooted to the spot,rotten to the core,scared of the dark
15 Letters,"6,2,3,4",scored an own goal,scores an own goal,scroll to the left,scruff of the neck,second on the left,shades of the past,shaken to the core,shrink in the wash,Singin in the Rain
15 Letters,"6,2,3,4",smells of the lamp,soaked to the skin,spider in the bath,sprint to the line,stacks on the mill,steady as she goes,steady on old chap,sticks to the plot,sticks to the ribs
15 Letters,"6,2,3,4",straws in the wind,Strike Up The Band,stroke of bad luck,stumps up the cash,Tarzan of the Apes,thrown to the dogs,thrust to one side,thrust to the side,thrust to the wall
15 Letters,"6,2,3,4",tiller of the soil,travel to the Moon,turned on its head,walked on the moon,walked up and down,wallow in the mire,Walton on the Naze,warmed to the task,weighs up the odds
15 Letters,"6,2,3,4",whites of the eyes,wither on the vine,Wonder of the Seas,,,,,,
15 Letters,"6,2,4,3",cannot or will not,refuse to give way,skated on thin ice,skates on thin ice,,,,,
15 Letters,"6,2,5,2",refuse to admit it,,,,,,,,
15 Letters,"6,2,7",afraid of heights,amount to nothing,Angels in America,apples to oranges,arrive by courier,ascent of Everest,Barber of Seville,Barkus is willing,Barrel of Monkeys
15 Letters,"6,2,7",Barrow in Furness,Battle of Ashdown,Battle of Britain,Battle of Dunkirk,Battle of Evesham,Battle of Falkirk,Battle of Flodden,Battle of Jutland,Battle of Leipzig
15 Letters,"6,2,7",Battle of Lepanto,Battle of Leuctra,Battle of Okinawa,Battle of Plataea,Battle of Preston,Battle of Salamis,Battle of Vitoria,breach of conduct,breach of promise
15 Letters,"6,2,7",breast of chicken,Brigit of Kildare,bucket of popcorn,called to account,centre of gravity,,,,
15 Letters,"6,2,7",chains of command,change of address,change of clothes,change of opinion,change of routine,change of scenery,change of tactics,chests of drawers,Church of England
15 Letters,"6,2,7",Church of Ireland,circle of friends,comedy of manners,commit an offence,commit an outrage,course of justice,courts of justice,crimes of passion,crumbs of comfort
15 Letters,"6,2,7",Daphne du Maurier,depths of despair,devoid of content,devoid of emotion,devoid of feeling,devoid of meaning,doctor of letters,doomed to failure,failed to connect
15 Letters,"6,2,7",failed to deliver,femmes de chambre,filles de chambre,fixity of purpose,Forest of Bowland,friend of Dorothy,Garden of England,grooms in waiting,guilty as charged
15 Letters,"6,2,7",hazard an opinion,Heaven be praised,heaven of heavens,height of fashion,hiding to nothing,hiding to nowhere,infirm of purpose,joined up writing,Julian of Norwich
15 Letters,"6,2,7",ladies in waiting,,,,,,,,
15 Letters,"6,2,7",ladies of leisure,launch an assault,League of Nations,Masque of Anarchy,Master of Puppets,Master of Science,matter of concern,matter of opinion,middle of nowhere
15 Letters,"6,2,7",minute of silence,moment of inertia,moment of madness,mother of vinegar,Museum of Mankind,nature or nurture,Newton le Willows,Nobody is perfect,object of worship
15 Letters,"6,2,7",Origin of Species,Osorio da Fonseca,Palais de Nations,pander to someone,pillar of society,places of worship,plague of locusts,Plains of Abraham,Please Mr Postman
15 Letters,"6,2,7",plucks up courage,Prince of Arragon,Prince of Denmark,Prince of Thieves,purple of Cassius,qualis ab incepto,raised an eyebrow,reason to believe,reduce to poverty
15 Letters,"6,2,7",reduce to silence,refuse to comment,refuse to testify,repent at leisure,return on capital,return to reality,riches of Solomon,rivers of Babylon,rumble of thunder
15 Letters,"6,2,7",Rupert of Hentzau,safety in numbers,scales of Justice,school of science,school of thought,second in command,second of January,serves no purpose,shield of Solomon
15 Letters,"6,2,7",shiver me timbers,shiver my timbers,Shoals of Herring,slough of despond,,,,,
15 Letters,"6,2,7",spirit of ecstasy,spoils of victory,Statue of Liberty,sticks of rhubarb,Strait of Messina,stream of thought,stress of weather,suffer in silence,Summer of Rockets
15 Letters,"6,2,7",summon up courage,Temple of Artemis,Temple of Hathoor,Temple of Solomon,Teresa di Vicenzo,Thales of Miletus,there's no justice,there's no telling,thrive on neglect
15 Letters,"6,2,7",Thomas de Quincey,topped up pension,Treaty of Berwick,Treaty of Dunkirk,Treaty of Locarno,Treaty of Ryswick,Treaty of Trianon,Treaty of Utrecht,united in wedlock
15 Letters,"6,2,7",unsure of oneself,valets de chambre,volume of traffic,waiver of premium,Wealth of Nations,weight of numbers,weight of opinion,Willem de Kooning,wisdom of Solomon
15 Letters,"6,2,7",wonder of wonders,Yeomen of England,,,,,,,
15 Letters,"6,3,1,5",shorts and T shirt,,,,,,,,
15 Letters,"6,3,2,4",living out of cans,refuse out of hand,reject out of hand,,,,,,
15 Letters,"6,3,3,3",before you can say,haven't got all day,Jingle all the way,landed the top job,living for the day,parted the Red Sea,Prayer for the Day,remove the red eye,semper ubi sub ubi
15 Letters,"6,3,3,3",Tarzan the Ape Man,turned the tap off,uphill all the way,,,,,,
15 Letters,"6,3,4,2",before you know it,better out than in,rather you than me,,,,,,
15 Letters,"6,3,6",across the border,across the detail,across the divide,across the street,across the tracks,alpine ski racing,alpine ski resort,Anansi the Spider,Angels and Demons
15 Letters,"6,3,6",Anyone for tennis,Apollo and Daphne,around the corner,ascend the throne,assume the mantle,backed the winner,barred and bolted,behind the clouds,behind the scenes
15 Letters,"6,3,6",better and better,beyond all reason,Beyond the Fringe,bigger and better,bigger and bigger,biting the  bullet,bobbed and weaved,Bogart and Bacall,
15 Letters,"6,3,6",braced for impact,braces for impact,breaks new ground,bricks and clicks,bricks and mortar,bright and breezy,Bronze age barrow,bubble and squeak,bucked the market
15 Letters,"6,3,6",bucked the system,Burton and Taylor,caddis fly larvae,Calvin and Hobbes,Castor and Pollux,caught and bowled,caught red handed,change for dinner,change the clocks
15 Letters,"6,3,6",change the future,change the record,change the sheets,chased the dragon,cheese and pickle,clicks and mortar,closer and closer,colder and colder,corner the market
15 Letters,"6,3,6",defeat the object,Dennis the Menace,divide the spoils,dodged the bullet,donned the mantle,double cab pickup,doused the flames,douses the flames,dozens and dozens
15 Letters,"6,3,6",Edmund the Martyr,Edward the Eighth,Edward the Fourth,Edward the Martyr,Edward the Second,engage the clutch,faster and faster,Father Ted Crilly,Figure and Clouds
15 Letters,"6,3,6",finish the course,follow the hounds,follow the leader,follow the master,follow the plough,follow the script,funnel web spider,garden orb spider,
15 Letters,"6,3,6",George the Fourth,George the Second,grease the wheels,hammer and chisel,hammer and sickle,Hansel and Gretel,header and footer,health and safety,health and wealth
15 Letters,"6,3,6",Heckle and Jeckle,Herman Van Pompuy,higher and higher,hotter and hotter,huffed and puffed,hustle and bustle,import and export,income tax demand,income tax rebate
15 Letters,"6,3,6",income tax return,kicked the bucket,Lachen und Weinen,lasted the course,Latter day saints,little old ladies,loaves and fishes,locked and loaded,Louisa May Alcott
15 Letters,"6,3,6",loving and giving,middle age spread,,,,,,,
15 Letters,"6,3,6",missed the target,months and months,mortar and pestle,mother and father,murder and mayhem,nearer and nearer,needle and cotton,needle and thread,Newton and Ridley
15 Letters,"6,3,6",Norroy and Ulster,oiling the wheels,oodles and oodles,orders are orders,pestle and mortar,picked the winner,plough the fields,poison pen letter,police the system
15 Letters,"6,3,6",Popeye the sailor,preach the gospel,purely and simply,raised the stakes,raises the stakes,reopen old wounds,repair the damage,return the favour,rights and wrongs
15 Letters,"6,3,6",ringed map turtle,rising sea levels,Roland the Farter,scored the winner,,,,,
15 Letters,"6,3,6",scores the winner,scotch the rumour,scrape the barrel,scrimp and scrape,search and rescue,second the motion,seized the chance,seizes the chance,settle old scores
15 Letters,"6,3,6",settle the matter,shower and change,signed and sealed,signed the treaty,silent but deadly,Sinbad the Sailor,single sex school,single use camera,slings and arrows
15 Letters,"6,3,6",slowly but surely,Sohrab and Rustum,speaks for itself,spoils the effect,spoilt for choice,spread the gospel,square leg umpire,square the circle,square the series
15 Letters,"6,3,6",squash the rumour,squish lip system,stayed the course,sticks and stones,stocks and shares,strait and narrow,stride for stride,suited and booted,supply and demand
15 Letters,"6,3,6",tables and chairs,taking the mickey,taught the basics,tested the waters,Thelma and Louise,Thomas the Rhymer,tickle the palate,tipped the scales,tongue and groove
15 Letters,"6,3,6",tossed and turned,treads the boards,tufted tit tyrant,turned the corner,turned the tables,Vernon God Little,wanted for murder,washed the dishes,weeded the garden
15 Letters,"6,3,6",where's the remote,whisky and splash,wining and dining,yellow eye mullet,yellow mud turtle,,,,
15 Letters,"6,4,1,4",doesn't give a damn,doesn't give a hoot,doesn't give a toss,doesn't have a clue,drinks like a fish,hardly made a dent,sealed with a kiss,served with a writ,waddle like a duck
15 Letters,"6,4,2,3",bigger fish to fry,Flying Down to Rio,played hard to get,,,,,,
15 Letters,"6,4,3,2",worked one's way up,wormed one's way in,,,,,,,
15 Letters,"6,4,5",banded palm civet,barbed wire fence,bathed with light,bertha army worms,beyond one's grasp,beyond one's means,beyond one's power,beyond one's reach,beyond your means
15 Letters,"6,4,5",beyond your power,bigeye sand tiger,boyish good looks,bigfin reef squid,bursts into tears,Burton upon Trent,called into doubt,choose one's words,clench one's fists
15 Letters,"6,4,5",clench one's teeth,cooled one's heels,credit card fraud,cupped one's hands,dicing with death,dining room table,divide into three,doesn't come cheap,doesn't come close
15 Letters,"6,4,5",doesn't face facts,,,,,,,,
15 Letters,"6,4,5",doesn't hold water,doesn't make sense,Dorset blue vinny,double word score,Double Your Money,eleven year cycle,empire line dress,fallen from grace,famous last words
15 Letters,"6,4,5",faster than light,faster than sound,filled with doubt,flight into Egypt,floppy disk drive,follow like sheep,follow one's dream,forest musk shrew,forest vine snake
15 Letters,"6,4,5",forget one's lines,forget one's place,ginger beer plant,golden bush robin,Grange over Sands,ground line hitch,ground one's teeth,halter neck dress,harden one's heart
15 Letters,"6,4,5",harden your heart,health food store,Indian rope trick,inland rock gecko,Jumpin' Jack Flash,kicked into touch,ladder back chair,leaves well alone,lesser fish eagle
15 Letters,"6,4,5",lesser rock shrew,lesser tree mouse,licked into shape,,,,,,
15 Letters,"6,4,5",little grey cells,Little Nell Trent,loaded with money,losing one's touch,losing your touch,lowers one's voice,masked palm civet,middle aged woman,middle aged women
15 Letters,"6,4,5",Miguel Diaz Canel,Milton Work count,Myself When Young,ninety nine pence,Orange Free State,parade one's wares,please call again,Please don't Tease,plight one's troth
15 Letters,"6,4,5",plight your troth,pocket one's pride,polish one's shoes,pretty damn quick,pretty good going,,,,
15 Letters,"6,4,5",pretty thin gruel,profit loss ratio,public open space,raised one's voice,raises one's voice,repaid one's debts,repeat that again,rising fuel costs,scaled down model
15 Letters,"6,4,5",second hand books,second hand smoke,second rate hotel,settle one's debts,showed one's teeth,silver gilt medal,sprain one's ankle,sprain one's wrist,spread like weeds
15 Letters,"6,4,5",spread one's wings,spread your wings,stared into space,stares into space,strong will power,tempus edax rerum,Things Fall Apart,thirty nine steps,tickle one's fancy
15 Letters,"6,4,5",tickle your fancy,triple word score,tuning one's pipes,twelve hour clock,twelve mile limit,twenty five years,twenty four carat,twenty four hours,twenty four seven
15 Letters,"6,4,5",twenty four years,upside down cakes,utmost good faith,vanish from sight,Vienna boys choir,whiter than white,within easy reach,within one's grasp,within one's means
15 Letters,"6,4,5",within one's power,within one's reach,within one's remit,within your grasp,within your power,yellow eyed junco,yellow Thai curry,,
15 Letters,"6,5,4",Amazon water lily,Ashton under Lyme,bullet proof vest,coffee table book,copper beech tree,Devil's Punch Bowl,double sided tape,fanged river frog,fluted giant clam
15 Letters,"6,5,4",forest night frog,former Spice Girl,french onion soup,golden faced saki,golden fruit dove,lesser mouse deer,Lesser Slave Lake,liquid plant feed,little girls' room
15 Letters,"6,5,4",little known fact,losing hands down,,,,,,,
15 Letters,"6,5,4",medium grain rice,Mickey Mouse Club,mobile phone mast,mother knows best,number seven iron,number three wood,orange fruit dove,purple shore crab,rubbed along with
15 Letters,"6,5,4",rufous naped lark,rufous naped wren,second class mail,second class post,silver birch tree,single track road,sought after area,strict dress code,tennis court oath
15 Letters,"6,5,4",thrash metal band,twenty eight days,twenty pound note,unsure about that,wallum sedge frog,Weston super Mare,Wotton under Edge,yellow brick road,yellow faced myna
15 Letters,"6,5,4",yellow skirt slug,,,,,,,,
15 Letters,"6,6,3",circus strong man,comedy double act,common meadow rue,double decker bus,easily fobbed off,eating humble pie,forest cuckoo bee,fringe lipped bat,golden masked owl
15 Letters,"6,6,3",golden tipped bat,hammer headed bat,lesser bamboo bat,lesser bamboo rat,lesser thrush eel,lesser yellow bat,lonely hearts ads,needle nardle noo,public school boy
15 Letters,"6,6,3",public sector pay,rufous legged owl,served piping hot,shrill carder bee,silvery flying fox,single decker bus,spotty little oik,there's always one,thread legged bug
15 Letters,"6,6,3",turned inside out,Twenty Twenty One,Twenty Twenty Two,yellow browed tit,yellow lipped bat,yellow meadow ant,yellow tailed rat,yellow winged bat,
15 Letters,"6,7,2",adjust oneself to,almost unheard of,better believe it,butter someone up,closed circuit TV,devote oneself to,highly thought of,looked daggers at,looked forward to
15 Letters,"6,7,2",string someone up,tarted oneself up,,,,,,,
15 Letters,"6,9",action committee,action potential,Adrian Edmondson,Alaska Peninsula,Albert Chevalier,albino blackbird,Alfred Hitchcock,almost certainly,
15 Letters,"6,9",Amanda Abbington,Anakin Skywalker,Angela Gheorghiu,animal enclosure,animal husbandry,animal magnetism,animal worshiper,Apollo Belvedere,Arthur Pendragon
15 Letters,"6,9",Arturo Toscanini,Athena Promachos,atomic explosion,Aubrey Beardsley,aurora australis,Austin Cambridge,Autumn statement,baking parchment,banana flavoured
15 Letters,"6,9",banana milkshake,Banana Republics,,,,,,,
15 Letters,"6,9",banded killifish,banner headlines,Barbra Streisand,barely concealed,barred antshrike,barred bandicoot,barren landscape,barren wasteland,beauty therapist
15 Letters,"6,9",beauty treatment,before breakfast,before mentioned,Benito Mussolini,better qualified,binary operation,bitter chocolate,bitter principle,blight resistant
15 Letters,"6,9",blonde bombshell,bodily functions,bodily pleasures,boggle threshold,Bolton Wanderers,bonded warehouse,Border Leicester,Boston Strangler,brandy alexander
15 Letters,"6,9",breast screening,breath freshener,Brexit secretary,bridge opponents,broken heartedly,bronze medallist,budgie smugglers,bugeye dottyback,bunker mentality
15 Letters,"6,9",button mushrooms,canine distemper,canopy chameleon,carbon emissions,carbon footprint,carbon nanotubes,career criminals,career prospects,Carlos Castaneda
15 Letters,"6,9",carnal knowledge,carpet stretcher,carpet warehouse,,,,,,
15 Letters,"6,9",career criminals,Carrie Underwood,Carson McCullers,Castle Dangerous,casual labourers,caught pneumonia,Cersei Lannister,chalet bungalows,chance encounter
15 Letters,"6,9",change direction,charge d'affaires,cherry flavoured,church dignitary,circus performer,closed community,coffee addiction,coffee flavoured,colour blindness
15 Letters,"6,9",colour cartridge,colour sergeants,common complaint,common criminals,common crossbill,common earthball,common horehound,common knowledge,common ownership
15 Letters,"6,9",cooked breakfast,coping mechanism,copper seedeater,copper underwing,cordon sanitaire,Corona Australis,corpus cardiacum,cosmic radiation,county cricketer
15 Letters,"6,9",County Fermanagh,County Tipperary,courts bouillons,,,,,,
15 Letters,"6,9",covert operation,cradle snatchers,cradle snatching,crease resistant,creche assistant,credit reference,crypto communist,Daniel Barenboim,Daniel Radcliffe
15 Letters,"6,9",Delphi technique,demand attention,dental assistant,dental hygienist,Dermot Murnaghan,desert bandicoot,design statement,Devil's Punchbowl,devout Christian
15 Letters,"6,9",Dickie Henderson,direct injection,direct marketing,divine messenger,Django Reinhardt,Django Unchained,Dmitri Mendeleev,Doctor Mirabilis,dollar diplomacy
15 Letters,"6,9",Donald Pleasence,donkey sanctuary,Donmar Warehouse,doppio movimento,dotted crotchets,double barrelled,double crossover,double entendres,Double Indemnity
15 Letters,"6,9",double negatives,double pneumonia,double seventeen,double standards,double thickness,drinks dispenser,drogue parachute,Easter offerings,eating disorders
15 Letters,"6,9",Eduard Bernstein,Edward Rochester,Elbrus Mountains,energy efficient,energy secretary,Ernest Hemingway,,,
15 Letters,"6,9",escape committee,escape detection,escape mechanism,Esther Summerson,ethnic cleansing,ethnic profiling,Eugene Delacroix,Eureka Rebellion,Exeter cathedral
15 Letters,"6,9",expert testimony,eyelid reduction,failed abysmally,family allowance,family breakdown,family gathering,family heirlooms,family physician,family solicitor
15 Letters,"6,9",family tradition,Father Christmas,father confessor,feigns ignorance,feline distemper,fellow christian,fellow creatures,fellow passenger,fellow prisoners
15 Letters,"6,9",fellow sufferers,fellow supporter,fellow traveller,female genitalia,female intuition,female offspring,female vocalists,figure conscious,filter cigarette
15 Letters,"6,9",finger exercises,finger paintings,fitted cupboards,fitted wardrobes,flight attendant,flight engineers,flight indicator,flight recorders,flight simulator
15 Letters,"6,9",floral wallpaper,,,,,,,,
15 Letters,"6,9",flower arranging,follow precedent,forced migration,forest gardening,forged passports,forked lightning,formal agreement,formal complaint,former president
15 Letters,"6,9",foster daughters,fourth dimension,freely available,French Canadians,French marigolds,French polishers,French polishing,French Polynesia,Friday afternoon
15 Letters,"6,9",frosty reception,fungal infection,future imperfect,future prospects,Ganesh Chaturthi,garage forecourt,garden furniture,garden sculpture,garden sprinkler
15 Letters,"6,9",Gareth Southgate,gather knowledge,George Entwistle,George Frederick,George Grenville,George Grossmith,George Leybourne,George Santayana,George Trevelyan
15 Letters,"6,9",George Warleggan,Gerard Depardieu,German shepherds,girlie magazines,global footprint,global recession,Gloria Hunniford,glossy antshrike,glossy magazines
15 Letters,"6,9",golden bandicoot,Golden Cockerell,golden daffodils,Golden Delicious,golden handcuffs,golden handshake,golden labradors,golden parachute,golden pheasants
15 Letters,"6,9",golden retriever,Gordon Lightfoot,gossip columnist,gossip mongering,Grande Odalisque,Grammy nominated,grande amoureuse,,
15 Letters,"6,9",grease extractor,ground offensive,ground squirrels,Grover Cleveland,guilty pleasures,Hamish Henderson,Harold Bluetooth,Harold Godwinson,Harold Macmillan
15 Letters,"6,9",headed notepaper,health authority,health conscious,health insurance,health screening,Health Secretary,hearty breakfast,hebrew character,Helena Blavatsky
15 Letters,"6,9",herbal cigarette,hernia operation,heroin addiction,Hideki Matsuyama,higher education,highly acclaimed,highly desirable,highly emotional,highly flavoured
15 Letters,"6,9",highly motivated,highly satisfied,Hitler moustache,Holden Caulfield,hooded merganser,Hubble telescope,huevos rancheros,hunter gatherers,hushed attention
15 Letters,"6,9",impact resistant,impose sanctions,Indian wrestlers,Indian wrestling,infant mortality,infant prodigies,inkjet cartridge,innate responses,insect repellent
15 Letters,"6,9",inside knowledge,island continent,Jackie Woodburne,Jewish orthodoxy,Joanna Vanderham,Johann Pachelbel,Johann Sebastian,Johnny Dankworth,Johnny Foreigner
15 Letters,"6,9",Johnny Wilkinson,Joseph Priestley,Judaeo Christian,jumped overboard,jungle telegraph,junior barrister,junior flyweight,junior ministers,Jurgen Klinsmann
15 Letters,"6,9",Kelvin Mackenzie,kidney infection,knobby rocksnail,Kunlun Mountains,labour candidate,labour intensive,Labour landslide,labour relations,Labour spokesman
15 Letters,"6,9",Labour supporter,lacked restraint,lapsed catholics,laptop computers,Leanne Battersby,league champions,,,
15 Letters,"6,9",Leslie Charteris,lesser amberjack,lesser celandine,lesser chameleon,Lesser Horseshoe,lesser nighthawk,lesser violetear,lethal injection,Lionel Barrymore
15 Letters,"6,9",liquid petroleum,listed buildings,listen carefully,little Englander,little knowledge,Little Rollright,livery companies,living creatures,living daylights
15 Letters,"6,9",living sapphires,living standards,Lizard Peninsula,loaded questions,London landmarks,London Palladium,London Transport,Lower Manhattan,lumbar punctures
15 Letters,"6,9",Madama Butterfly,Madame Butterfly,Madame Sosostris,Magnus Petronius,Malala Yousafzai,manual dexterity,manual labourers,Marcus Vitruvius,marine biologist
15 Letters,"6,9",marine creatures,Marion Ravenwood,market gardeners,market gardening,maroon clownfish,,,,
15 Letters,"6,9",Martin Frobisher,Martin Heidegger,master craftsman,master craftsmen,master criminals,meadow buttercup,meadow saxifrage,melted chocolate,mental alertness
15 Letters,"6,9",mental breakdown,mental confusion,merger agreement,merits attention,midair collision,middle Englander,Miguel Cervantes,Minnie Bannister,Miriam Margolyes
15 Letters,"6,9",mobile libraries,modern languages,morbid curiosity,Morgan Fairchild,mother superiors,mother surrogate,Mourne Mountains,moving staircase,mugger crocodile
15 Letters,"6,9",Munich Agreement,mutual affection,mutual agreement,mutual antipathy,mutual assurance,mutual insurance,mutual repulsion,mutual suspicion,Native Americans
15 Letters,"6,9",nature worshiper,Nestor Notabilis,neural computing,Nicola Benedetti,number crunchers,number crunching,office buildings,office furniture,Ofsted inspector
15 Letters,"6,9",Oliver Goldsmith,orange flavoured,Osbert Lancaster,Ostend Manifesto,Oxford graduates,oxygen cylinders,oyster mushrooms,packet switching,pareto efficient
15 Letters,"6,9",passed judgement,Pastor Maldonado,patent medicines,paying attention,paying customers,pearly antshrike,pearly razorfish,pencil moustache,pencil sharpener
15 Letetrs,"6,9",people smugglers,people smuggling,Pervez Musharraf,petrol rationing,Philip Glenister,,,,
15 Letters,"6,9",Philip Massinger,phrase structure,pieces d'occasion,Pierre Corneille,pigeon droppings,pigeon guillemot,Piscis Australis,Piscis Austrinus,pocket billiards
15 Letters,"6,9",police brutality,police constable,police detective,police informant,police inspector,police reservist,pooled resources,pretty pointless,Prince Siegfried
